Ticket ID,Customer Name,text,emotion,Technical Details
TKT03678,Customer3678,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 344 Mbps down / 53 Mbps up, Router: Netgear Nighthawk"
TKT03679,Customer3679,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 401 Mbps down / 50 Mbps up, Router: Linksys Velop"
TKT03680,Customer3680,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: DSL, Speed Test: 100 Mbps down / 59 Mbps up, Router: Netgear Nighthawk"
TKT03681,Customer3681,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Cable, Speed Test: 292 Mbps down / 10 Mbps up, Router: Linksys Velop"
TKT03682,Customer3682,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: DSL, Speed Test: 105 Mbps down / 25 Mbps up, Router: TP-Link Archer"
TKT03683,Customer3683,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Cable, Speed Test: 143 Mbps down / 40 Mbps up, Router: TP-Link Archer"
TKT03684,Customer3684,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 441 Mbps down / 61 Mbps up, Router: Google Nest WiFi"
TKT03685,Customer3685,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Fiber, Speed Test: 87 Mbps down / 75 Mbps up, Router: Netgear Nighthawk"
TKT03686,Customer3686,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 29 Mbps down / 49 Mbps up, Router: ISP Provided Modem"
TKT03687,Customer3687,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 233 Mbps down / 51 Mbps up, Router: Google Nest WiFi"
TKT03688,Customer3688,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Cable, Speed Test: 418 Mbps down / 89 Mbps up, Router: Google Nest WiFi"
TKT03689,Customer3689,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Satellite, Speed Test: 234 Mbps down / 97 Mbps up, Router: ISP Provided Modem"
TKT03690,Customer3690,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: DSL, Speed Test: 383 Mbps down / 24 Mbps up, Router: ISP Provided Modem"
TKT03691,Customer3691,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: DSL, Speed Test: 13 Mbps down / 87 Mbps up, Router: TP-Link Archer"
TKT03692,Customer3692,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 277 Mbps down / 74 Mbps up, Router: TP-Link Archer"
TKT03693,Customer3693,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 160 Mbps down / 42 Mbps up, Router: ISP Provided Modem"
TKT03694,Customer3694,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 24 Mbps down / 34 Mbps up, Router: TP-Link Archer"
TKT03695,Customer3695,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 139 Mbps down / 55 Mbps up, Router: Google Nest WiFi"
TKT03696,Customer3696,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Fiber, Speed Test: 33 Mbps down / 6 Mbps up, Router: TP-Link Archer"
TKT03697,Customer3697,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Cable, Speed Test: 397 Mbps down / 58 Mbps up, Router: Netgear Nighthawk"
TKT03698,Customer3698,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Fiber, Speed Test: 410 Mbps down / 16 Mbps up, Router: Netgear Nighthawk"
TKT03699,Customer3699,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 468 Mbps down / 87 Mbps up, Router: ISP Provided Modem"
TKT03700,Customer3700,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 231 Mbps down / 71 Mbps up, Router: Netgear Nighthawk"
TKT03701,Customer3701,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: DSL, Speed Test: 265 Mbps down / 27 Mbps up, Router: TP-Link Archer"
TKT03702,Customer3702,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Fiber, Speed Test: 444 Mbps down / 7 Mbps up, Router: Google Nest WiFi"
TKT03703,Customer3703,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: DSL, Speed Test: 254 Mbps down / 85 Mbps up, Router: ISP Provided Modem"
TKT03704,Customer3704,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: DSL, Speed Test: 135 Mbps down / 61 Mbps up, Router: Google Nest WiFi"
TKT03705,Customer3705,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 333 Mbps down / 53 Mbps up, Router: Google Nest WiFi"
TKT03706,Customer3706,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 330 Mbps down / 37 Mbps up, Router: TP-Link Archer"
TKT03707,Customer3707,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: DSL, Speed Test: 322 Mbps down / 87 Mbps up, Router: Netgear Nighthawk"
TKT03708,Customer3708,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 155 Mbps down / 44 Mbps up, Router: TP-Link Archer"
TKT03709,Customer3709,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 57 Mbps down / 96 Mbps up, Router: Linksys Velop"
TKT03710,Customer3710,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Satellite, Speed Test: 78 Mbps down / 43 Mbps up, Router: Linksys Velop"
TKT03711,Customer3711,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 420 Mbps down / 69 Mbps up, Router: TP-Link Archer"
TKT03712,Customer3712,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 57 Mbps down / 61 Mbps up, Router: Netgear Nighthawk"
TKT03713,Customer3713,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 285 Mbps down / 80 Mbps up, Router: Netgear Nighthawk"
TKT03714,Customer3714,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Satellite, Speed Test: 50 Mbps down / 19 Mbps up, Router: Google Nest WiFi"
TKT03715,Customer3715,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 417 Mbps down / 17 Mbps up, Router: Linksys Velop"
TKT03716,Customer3716,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Satellite, Speed Test: 280 Mbps down / 89 Mbps up, Router: ISP Provided Modem"
TKT03717,Customer3717,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 439 Mbps down / 52 Mbps up, Router: Linksys Velop"
TKT03718,Customer3718,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 25 Mbps down / 96 Mbps up, Router: Netgear Nighthawk"
TKT03719,Customer3719,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Cable, Speed Test: 413 Mbps down / 2 Mbps up, Router: ISP Provided Modem"
TKT03720,Customer3720,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Cable, Speed Test: 315 Mbps down / 51 Mbps up, Router: ISP Provided Modem"
TKT03721,Customer3721,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Satellite, Speed Test: 291 Mbps down / 18 Mbps up, Router: TP-Link Archer"
TKT03722,Customer3722,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 141 Mbps down / 94 Mbps up, Router: TP-Link Archer"
TKT03723,Customer3723,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Satellite, Speed Test: 330 Mbps down / 90 Mbps up, Router: ISP Provided Modem"
TKT03724,Customer3724,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 388 Mbps down / 45 Mbps up, Router: ISP Provided Modem"
TKT03725,Customer3725,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 297 Mbps down / 91 Mbps up, Router: Linksys Velop"
TKT03726,Customer3726,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Satellite, Speed Test: 13 Mbps down / 99 Mbps up, Router: Netgear Nighthawk"
TKT03727,Customer3727,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Cable, Speed Test: 89 Mbps down / 9 Mbps up, Router: Linksys Velop"
TKT03728,Customer3728,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: DSL, Speed Test: 211 Mbps down / 75 Mbps up, Router: TP-Link Archer"
TKT03729,Customer3729,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 268 Mbps down / 70 Mbps up, Router: ISP Provided Modem"
TKT03730,Customer3730,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 226 Mbps down / 84 Mbps up, Router: ISP Provided Modem"
TKT03731,Customer3731,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: DSL, Speed Test: 467 Mbps down / 25 Mbps up, Router: Netgear Nighthawk"
TKT03732,Customer3732,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 111 Mbps down / 5 Mbps up, Router: Linksys Velop"
TKT03733,Customer3733,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 246 Mbps down / 90 Mbps up, Router: Netgear Nighthawk"
TKT03734,Customer3734,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Fiber, Speed Test: 273 Mbps down / 43 Mbps up, Router: TP-Link Archer"
TKT03735,Customer3735,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 310 Mbps down / 52 Mbps up, Router: ISP Provided Modem"
TKT03736,Customer3736,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 79 Mbps down / 5 Mbps up, Router: Netgear Nighthawk"
TKT03737,Customer3737,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: DSL, Speed Test: 122 Mbps down / 54 Mbps up, Router: Netgear Nighthawk"
TKT03738,Customer3738,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 437 Mbps down / 7 Mbps up, Router: Linksys Velop"
TKT03739,Customer3739,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 403 Mbps down / 48 Mbps up, Router: ISP Provided Modem"
TKT03740,Customer3740,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 98 Mbps down / 70 Mbps up, Router: ISP Provided Modem"
TKT03741,Customer3741,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: DSL, Speed Test: 196 Mbps down / 80 Mbps up, Router: TP-Link Archer"
TKT03742,Customer3742,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 447 Mbps down / 80 Mbps up, Router: ISP Provided Modem"
TKT03743,Customer3743,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Fiber, Speed Test: 187 Mbps down / 60 Mbps up, Router: Linksys Velop"
TKT03744,Customer3744,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Satellite, Speed Test: 263 Mbps down / 92 Mbps up, Router: Netgear Nighthawk"
TKT03745,Customer3745,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 275 Mbps down / 85 Mbps up, Router: TP-Link Archer"
TKT03746,Customer3746,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 284 Mbps down / 89 Mbps up, Router: Netgear Nighthawk"
TKT03747,Customer3747,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 205 Mbps down / 61 Mbps up, Router: Linksys Velop"
TKT03748,Customer3748,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 379 Mbps down / 35 Mbps up, Router: Google Nest WiFi"
TKT03749,Customer3749,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 319 Mbps down / 42 Mbps up, Router: ISP Provided Modem"
TKT03750,Customer3750,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Satellite, Speed Test: 159 Mbps down / 100 Mbps up, Router: TP-Link Archer"
TKT03751,Customer3751,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Cable, Speed Test: 195 Mbps down / 74 Mbps up, Router: TP-Link Archer"
TKT03752,Customer3752,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 42 Mbps down / 63 Mbps up, Router: Google Nest WiFi"
TKT03753,Customer3753,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 212 Mbps down / 19 Mbps up, Router: Linksys Velop"
TKT03754,Customer3754,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 27 Mbps down / 31 Mbps up, Router: ISP Provided Modem"
TKT03755,Customer3755,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 484 Mbps down / 55 Mbps up, Router: TP-Link Archer"
TKT03756,Customer3756,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 436 Mbps down / 31 Mbps up, Router: Linksys Velop"
TKT03757,Customer3757,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Satellite, Speed Test: 369 Mbps down / 90 Mbps up, Router: Netgear Nighthawk"
TKT03758,Customer3758,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 260 Mbps down / 11 Mbps up, Router: ISP Provided Modem"
TKT03759,Customer3759,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Satellite, Speed Test: 423 Mbps down / 68 Mbps up, Router: Netgear Nighthawk"
TKT03760,Customer3760,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 154 Mbps down / 99 Mbps up, Router: Netgear Nighthawk"
TKT03761,Customer3761,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 297 Mbps down / 94 Mbps up, Router: Linksys Velop"
TKT03762,Customer3762,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Cable, Speed Test: 218 Mbps down / 13 Mbps up, Router: Google Nest WiFi"
TKT03763,Customer3763,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Satellite, Speed Test: 319 Mbps down / 93 Mbps up, Router: ISP Provided Modem"
TKT03764,Customer3764,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Fiber, Speed Test: 77 Mbps down / 64 Mbps up, Router: Linksys Velop"
TKT03765,Customer3765,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 375 Mbps down / 17 Mbps up, Router: Linksys Velop"
TKT03766,Customer3766,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 92 Mbps down / 81 Mbps up, Router: Linksys Velop"
TKT03767,Customer3767,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Satellite, Speed Test: 143 Mbps down / 1 Mbps up, Router: ISP Provided Modem"
TKT03768,Customer3768,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Satellite, Speed Test: 33 Mbps down / 88 Mbps up, Router: ISP Provided Modem"
TKT03769,Customer3769,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 418 Mbps down / 85 Mbps up, Router: TP-Link Archer"
TKT03770,Customer3770,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Fiber, Speed Test: 446 Mbps down / 4 Mbps up, Router: Google Nest WiFi"
TKT03771,Customer3771,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 145 Mbps down / 61 Mbps up, Router: Netgear Nighthawk"
TKT03772,Customer3772,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 224 Mbps down / 11 Mbps up, Router: Netgear Nighthawk"
TKT03773,Customer3773,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 305 Mbps down / 40 Mbps up, Router: Google Nest WiFi"
TKT03774,Customer3774,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Satellite, Speed Test: 12 Mbps down / 16 Mbps up, Router: ISP Provided Modem"
TKT03775,Customer3775,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: DSL, Speed Test: 323 Mbps down / 8 Mbps up, Router: Netgear Nighthawk"
TKT03776,Customer3776,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 221 Mbps down / 1 Mbps up, Router: Linksys Velop"
TKT03777,Customer3777,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 173 Mbps down / 7 Mbps up, Router: Linksys Velop"
TKT03778,Customer3778,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Fiber, Speed Test: 128 Mbps down / 59 Mbps up, Router: Netgear Nighthawk"
TKT03779,Customer3779,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 68 Mbps down / 92 Mbps up, Router: ISP Provided Modem"
TKT03780,Customer3780,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 470 Mbps down / 52 Mbps up, Router: Google Nest WiFi"
TKT03781,Customer3781,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: DSL, Speed Test: 178 Mbps down / 37 Mbps up, Router: Google Nest WiFi"
TKT03782,Customer3782,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Cable, Speed Test: 314 Mbps down / 88 Mbps up, Router: Netgear Nighthawk"
TKT03783,Customer3783,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 67 Mbps down / 95 Mbps up, Router: ISP Provided Modem"
TKT03784,Customer3784,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Fiber, Speed Test: 322 Mbps down / 20 Mbps up, Router: ISP Provided Modem"
TKT03785,Customer3785,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Satellite, Speed Test: 90 Mbps down / 68 Mbps up, Router: Linksys Velop"
TKT03786,Customer3786,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 55 Mbps down / 8 Mbps up, Router: ISP Provided Modem"
TKT03787,Customer3787,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Fiber, Speed Test: 410 Mbps down / 41 Mbps up, Router: Linksys Velop"
TKT03788,Customer3788,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 449 Mbps down / 31 Mbps up, Router: Google Nest WiFi"
TKT03789,Customer3789,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 193 Mbps down / 50 Mbps up, Router: ISP Provided Modem"
TKT03790,Customer3790,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 25 Mbps down / 80 Mbps up, Router: ISP Provided Modem"
TKT03791,Customer3791,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Cable, Speed Test: 174 Mbps down / 100 Mbps up, Router: TP-Link Archer"
